source_db,id,doi,item_type,title,authors,year,abstract,keywords,citedby_count,journal_or_venue,affiliation_country,task,rev_task,Ad_Rob_Imp,Res_Decon,Direct_App
Scopus,2-s2.0-85175095946,10.1016/j.eml.2023.102087,Article,Wang tiles enable combinatorial design and robot-assisted manufacturing of modular mechanical metamaterials,"Doškář, Martin;Somr, Michael;Hlůžek, Radim;Havelka, Jan;Novák, Jan;Zeman, Jan",2023,"© 2023 Elsevier LtdIn this paper, we introduce a novel design paradigm for modular architectured materials that allows for spatially nonuniform designs from a handful of building blocks, which can be robotically assembled for efficient and scalable production. The traditional, design-limiting periodicity in material design is overcome by utilizing Wang tiles to achieve compatibility among building blocks. We illustrate our approach with the design and manufacturing of an L-shaped domain inspired by a scissor-like soft gripper, whose internal module distribution was optimized to achieve an extreme tilt of a tip of the gripper's jaw when the handle part was uniformly compressed. The geometry of individual modules was built on a 3 × 3 grid of elliptical holes with varying semi-axes ratios and alternating orientations. We optimized the distribution of the modules within the L-shaped domain using an enumeration approach combined with a factorial search strategy. To address the challenge of seamless interface connections in modular manufacturing, we produced the final designs by casting silicone rubber into modular molds automatically assembled by a robotic arm. The predicted performance was validated experimentally using a custom-built, open-hardware test rig, Thymos, supplemented with digital image correlation measurements. Our study demonstrates the potential for enhancing the mechanical performance of architectured materials by incorporating nonuniform modular designs and efficient robot-assisted manufacturing.",Combinatorial design; Modular architectured materials; Nonperiodic metamaterials; Robot-assisted manufacturing; Wang tiles,10,Extreme Mechanics Letters,Czech Republic,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85177826628,10.1063/5.0170363,Conference Paper,Implementation of automation and robotization elements in the production of wood buildings,"Švajlenka, Jozef;Kozlovská, Mária",2023,"© 2023 Author(s).Advances in automation and robotics in construction also affect wood-based constructions. To some extent, scale and complexity, this transformation will be as fundamental to humanity as no other technological change in the past. In the context of sustainable and efficient construction, traditional material bases such as wood are becoming increasingly prevalent and implemented in modern design processes and design solutions. The great potential of this building material is achieved due to developments in production as well as the actual construction of timber buildings. Especially through prefabricated and solid wood products, which are also cross-glued laminated timber products, modern timber construction represents an interesting and sustainable construction technology. The aim of this paper is to define the basic aspects of industrial building industry in the context of new trends and to introduce the possibilities of implementation of elements of industry 4.0 in the field of wood-based construction.",,0,Aip Conference Proceedings,Slovakia,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85175569339,10.4271/2023-01-1512,Conference Paper,"A Multi-Dimensional Benefit Assessment of Automated Mobility Platforms (AMP) for Large Facilities: Mobility, Energy, Equity, and Facility Management & Design","Young, Stanley;Grahn, Rick;Duvall, Andrew",2023,"© 2023 SAE International. All rights reserved.The goal of the automated mobility platforms (AMPs) initiative is to raise the bar of service regarding equity and sustainability for public mobility systems that are crucial to large facilities, and doing so using electrified, energy efficient technology. Using airports as an example, the rapid growth in air travel demand has led to facility expansions and congested terminals, which directly impacts equity (e.g., increased challenges for Passengers with Reduced Mobility [PRMs]) and sustainability - both of which are important metrics often overlooked during the engineering design process. Therefore, to evaluate systems and inform critical near- and long-term decisions more effectively, a holistic evaluation framework is proposed focused on four key areas: (1) mobility, with emphasis on travel time and accessibility within an airport, (2) environment, focused on energy consumption and greenhouse gas (GHG) emissions associated with intra-airport mobility, (3) equity, specifically to the PRM community, but with an eye to the whole of society, and (4) built environment, or the fundamental changes in building design enabled by different mobility systems for larger and more flexible, functional, and energy-efficient structures. Below, AMPs are defined, and each metric is discussed further, all with a focus on airport mobility. Automated Mobility Platform (AMP): AMPs are broadly defined as mobility systems and/or services that leverage automation technologies to improve efficiency and reduce costs. In addition, advanced sensing and communications technologies are used in parallel with state-of-the-art methods in optimization and analytics to inform real-time decisions in complex operating environments. In the airport context, the AMPs system would consist of a mixed fleet of lightweight, electric vehicles that are centrally controlled and can reposition using automation technologies. At the same time, individual vehicles may also be equipped with a joystick/steering wheel to allow users to independently experience airport amenities - while larger vehicles designed for terminal-to-terminal movement may only operate in completely automated mode. AMPs benefits to equity and sustainability are closely tied to improved mobility (and user autonomy - not fully reliant on airport escorts) for PRMs and reduced energy consumption through the used of right-sized, lightweight electric vehicles that can be optimized to best respond to fluctuations in demand. Mobility: Mobility benefits were identified and evaluated through engagement with airport facility and disabled community stakeholders with emphasis on discerning requirements for PRMs at airports. As airports continue to expand, creating longer paths to traverse between curb drop-off and boarding gates, as well as between connecting gates, the ability to efficiently convey passengers along these paths without excessive delay is becoming more challenging. While automated vehicles will continue to evolve and at some point, allow people to navigate public roadways without physically driving the vehicle, evidence points toward a need to concurrently enhance mobility systems to serve large facilities in a similar fashion. This report analyzes and quantifies the challenges of transporting people - both ambulatory and PRM - through airports, as well as the fundamental limits that current airport design practice is confronting with respect to acceptable pedestrian travel times and distances. Environment: The energy and GHG benefits of airport mobility systems follow a near-term and long-term perspective. The near-term benefit assessment compares the energy consumption and GHG emissions for both PRM and non-PRM travelers. Long-term energy and GHG impacts are associated with building and facility design and functionality, enabling not only larger, more efficient tailored structures, but also more efficient regional transport by providing highly effective first-mile/last-mile services, and interfacing seamlessly with emerging electrified and automated roadway mobility services. This study evaluates the environmental impacts of current and future airport mobility options from a systems perspective - from strategic planning and facilities design to daily operations. Equity: Travel time and ease of pedestrian-related travel is closely associated with equity concerns of the PRM community. It is estimated that 20% or more of the traveling public possesses some type of disability or impairment that prevents them from being fully ambulatory and participating in routine walking, standing, and navigating functions within airports [1]. Some subpopulations can be identified and delineated within this group (such as those in need of daily wheelchair assistance or the legally blind), but the total number of PRMs is more difficult to enumerate, and the delineation is not purely a matter of binary classification. Natural human aging limits the ability to walk long distances, stand for long periods while boarding, or navigate complex terminals to find one's departure gate. With a growing portion of the aging population (air travel demand increasing at twice the rate compared to the general population [2]) and ever larger airport terminal complexes, more elderly people with physically diminished skills will continue to travel and require improved accommodation to effectively move through such facilities. This report presents findings related to the difficulties faced by vulnerable population groups in the airport setting and presents solutions to address and mitigate these challenges through AMPs technologies. Built Environment: The fourth dimension focuses on building design, and how different mobility systems and infrastructure impact facility performance. Currently, many different mobility options exist that span from the most rigid (moving walkways) to highly flexible (fleet of single passenger automated vehicles). This study will bring together expert knowledge and related literature to discuss near- and long-term impacts of mobility infrastructure on facilities and potential new designs enabled by various mobility systems. Overall, this report develops a holistic framework from which to evaluate different mobility systems and technologies in the large facility setting. The primary focus will be airports, however, similar approaches can be used for other large facilities, such as hospitals. AMPs will be the baseline for comparison, as they contain many characteristics (if deployed and managed intelligently) that can directly address issues related to mobility, environment, equity, and the built environment.",,0,SAE Technical Papers,United States,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85178227308,10.3103/S0967091223090097,Article,Comparison of Plasma Surface Hardening with Vibratory Arc Deposition,"Nagaiko, I. A.;Gulyarenko, A. A.",2023,"© 2023, Allerton Press, Inc.Abstract: A comparison of two modern methods of strengthening soil-cutting parts is presented—vibratory arc deposition and plasma hardening. Plasma hardening allows you to increase the strength characteristics of a part by 3–3.5 times, makes it possible to carry out the process without the use of cooling media, and is also characterized by simplicity, low cost, maneuverability, small dimensions of technological equipment, and the possibility of automation and robotization of the technological process. Short-circuited arc surfacing has more modest indicators of increasing strength characteristics. This is a more labor-intensive and expensive process, but nevertheless can be successfully used to restore of worn parts.",advanced technologies; gradient-layer structure; innovation; martensite; microhardness; plasma hardening; structural steel; vibration-arc surfacing (vibratory arc deposition),2,Steel in Translation,Kazakhstan,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85172878670,10.3390/su151813464,Review,Reviewing and Integrating AEC Practices into Industry 6.0: Strategies for Smart and Sustainable Future-Built Environments,"Almusaed, Amjad;Yitmen, Ibrahim;Almssad, Asaad",2023,"© 2023 by the authors.This article explores the possible ramifications of incorporating ideas from AEC Industry 6.0 into the design and construction of intelligent, environmentally friendly, and long-lasting structures. This statement highlights the need to shift away from the current methods seen in the AEC Industry 5.0 to effectively respond to the increasing requirement for creative and environmentally sustainable infrastructures. Modern building techniques have been made more efficient and long-lasting because of AEC Industry 6.0’s cutting-edge equipment, cutting-edge digitalization, and ecologically concerned methods. The academic community has thoroughly dissected the many benefits of AEC Industry 5.0. Examples are increased stakeholder involvement, automation, robotics for optimization, decision structures based on data, and careful resource management. However, the difficulties of implementing AEC Industry 6.0 principles are laid bare in this research. It calls for skilled experts who are current on the latest technologies, coordinate the technical expertise of many stakeholders, orchestrate interoperable standards, and strengthen cybersecurity procedures. This study evaluates how well the principles of Industry 6.0 can create smart, long-lasting, and ecologically sound structures. The goal is to specify how these ideas may revolutionize the building industry. In addition, this research provides an in-depth analysis of how the AEC industry might best adopt AEC Industry 6.0, underscoring the sector-wide significance of this paradigm change. This study thoroughly analyzes AEC Industry 6.0 about big data analytics, the IoT, and collaborative robotics. To better understand the potential and potential pitfalls of incorporating AEC Industry 6.0 principles into the construction of buildings, this study examines the interaction between organizational dynamics, human actors, and robotic systems.","additive manufacturing; Architecture, Engineering, and Construction (AEC) Industry 6.0; built environments; human-centric design; sustainable smart buildings",102,Sustainability Switzerland,Sweden;Sweden,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85110848731,10.1109/TEM.2021.3091600,Article,An Agent-Based Simulation Model for Testing Novel Obesity Interventions in School Environment Design,"Brittin, Jeri;Araz, Ozgur;Ramirez-Nafarrate, Adrian;Huang, Terry",2023,"© 1988-2012 IEEE.Studying the impact of built-environment changes on human behavior and health is empirically challenging. To overcome this challenge, there has been increasing recognition of the usefulness of systems' approaches for scenario testing to understand and prioritize such public health interventions. Limited research has shown a potential effect on the positive energy expenditure as a result of the use of dynamic furniture that promotes micromovement among school children. In this article, we aim to determine, via experiments in simulated populations of elementary school students, whether the use of dynamic furniture in the school environment has an impact on the childhood obesity over time. An agent-based model is developed to simulate three physical activity (PA) profiles over a period of six years with and without the dynamic furniture. Based on the prevalence trends from the experiments, there is no apparent impact of dynamic furniture use among boys, regardless of activity profile category. However, there are some pieces of evidence of differing trends among girls with a low PA profile. Although the intervention produces a marginal change in obesity prevalence in one population, the dynamic furniture is not a sole solution to the obesity epidemic. However, the use of dynamic furniture in schools may be a worthwhile component of prevention interventions.",Agent-based modeling (ABM); built environment; childhood obesity; decision analytics,4,IEEE Transactions on Engineering Management,United States;Mexico;United States;United States,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85168111249,10.23968/2500-0055-2023-8-2-25-32,Article,ANALYTICAL DESIGN OF COMPOSITES IN TERMS OF SYSTEMS ANALYSIS,"Garkina, Irina;Danilov, Alexander",2023,"© 2023 Korean Society of Surveying. All rights reserved.Introduction. The development of composite materials is considered with account for the shifts of paradigms based on the basic models of the continuous self-developing environment towards paradigms based on the models of the structured self-developing environment using the ideas and methods of the system approach and synergetics. The system approach can: reduce or even eliminate the uncertainty inherent to the problem to be solved; reconstruct it in models meeting the objectives of the study; identify objects, properties, and relationships in the system under consideration, taking into account the mutual influence of the external environment. Methods. It is shown that the structural organization of the material determines the design of the product or structure and largely determines the functional properties of the entire system. Composite materials are considered as large, complex systems formed based on a modular principle; material properties are determined on the basis of autonomous studies of individual subsystems. Results. It is assumed that individual subsystems have a certain degree of autonomy; it is possible to introduce customizable reference models with the simultaneous decentralization of modules by inputs; the conditions for transferring the results of autonomous studies to the system as a whole are determined by the completeness of understanding the processes of the formation of the structure and properties of the system. In the development of composites, the relative importance, the mutual utility of the quality criteria, a reasonable balance between the internal logic of science and its practical significance are taken into account. Partial criteria are analyzed, and a generalized quality criterion for the building material is formalized. The following is considered: the complexity of the object of study (multi-dimensionality, multi-connectedness, incompleteness of diagnostic information), diagnostic interpretation of the analyzed factors, the probabilistic nature of diagnostic information (using methods of both concrete and abstract-logical cognition; each new logical stage continues the previous one and serves as a prerequisite for the previous one).",complex systems; composite materials; functionals; mathematical modeling; quality assessment; system approach; systems analysis,0,Architecture and Engineering,Russian Federation,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85166467218,10.3390/su151411261,Article,Industry 4.0 Framework Based on Organizational Diagnostics and Plan–Do–Check–Act Cycle for the Saudi Arabian Cement Sector,"Mahnashi, Ibrahim;Salah, Bashir;Ragab, Adham E.",2023,"© 2023 by the authors.Industry 4.0 (I4.0) is an extension to the three stages of industry that reshapes it into a combination of physical and digital worlds. The I4.0 paradigm shift coupled with emerging technologies, such as artificial intelligence (AI), robotics, the internet of things (IoT), autonomous vehicles, and digital twins (DTs), have brought and will continue to bring profound changes that impact entire systems across all industries. Despite I4.0’s many advantages, it also brings a host of problems and disruptions. These problems and disruptions must be identified to maximize its potential. Saudi Arabia is undergoing significant transformation as it has initiated several plans to develop the industrial sector and enhance its contribution to the national economy. Despite Saudi Arabia’s 2030 vision, the industrial sector has still not fully grasped the breadth and depth of the new revolution due to its novelty. This is particularly true in the cement industry, one of the most vital industries in the region. Due to its many unique systemic complexities, the cement industry has faced numerous challenges due to the lack of a comprehensive framework for mitigating disruptions and leveraging I4.0 benefits. Accordingly, the paper conducts an exploratory study on I4.0 for Saudi Arabian cement companies. Therefore, this paper provides an overview of I4.0 for Saudi Arabia’s cement companies. The paper analyzes key findings and proposes a plan–do–check–act (PDCA) framework for I4.0 implementation based on a system thinking approach to guide cement companies to strategically embrace the new phenomenon and maximize their key performance indicators.",cement sector; digitization; disruptions; industry 4.0; IoT; sustainable framework,13,Sustainability Switzerland,Saudi Arabia,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85164229532,10.1542/peds.2023-062508,Article,Epidemiology and Prevention of Child Pedestrian Injury,"Kendi, Sadiqa;Johnston, Brian D.",2023,"Copyright © 2023 by the American Academy of Pediatrics.This report supports policy recommendations in the accompanying policy statement “Child Pedestrian Safety” (www.pediatrics.org/cgi/doi/10.1542/peds.2023-62506). It reviews trends in public health and urban design relevant to pedestrian safety and provides information to assist practicing pediatricians discussing the benefits of active transportation and the specific risks and safety precautions to consider for child pedestrians at different ages. The report offers the evidence base for which programs and policies that, if implemented, could foster independent mobility for children while increasing pediatric pedestrian safety. Since the previous policy statement was published in 2009, the field of pedestrian safety has advanced with new evidence related to pediatric pedestrian education, the risks of distracted walking, the benefits of design and programming in safe routes to school, and the emergence of the “Vision Zero” public health and safety initiatives to prevent all serious and fatal transportation injuries.",,11,Pediatrics,United States;United States,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-105019196279,10.1007/s44150-023-00081-0,Article,Prototypical approach for an individualized standardization process in the context of intelligent construction and automation,"Albus, Jutta;Hollmann-Schröter, Kirsten Elisabeth",2023,"© The Author(s) 2023.Strategies based on an optimal balance between standardization and individualization must be implemented to successfully overcome the current low level of automation in building construction. Project-specific adaptability can be ensured by a combination of automated machine technology and digital planning tools available today. In addition to achieving economic advantages, the focus is on improving sustainability factors, which concern both material consumption and functionality and improved use of resources and energy for building production and operation. The results of research into “lightweight aerogel concrete technology” has shown that an innovative liquid material mixture with insulating properties can be successfully implemented in an automated production process. An adaptive system for standardized wall, ceiling, and floor panels was developed, which can adapt to specific functionality needs and thus address the requirements of individual building tasks while keeping economic as well as architectural factors in mind. The advanced mono-material complies with current European regulations for insulated wall structures, considering the requirements for load-bearing capacity. Due to its homogeneous insulation effect across the entire element section, the aero lightweight concrete allows for intelligent detailing and connection principles and prevents the formation of thermal bridges. The relationship between material composition, material production, construction method, and building operation is essential for a circular planning process. Robotization as a multiple fabrication technology may facilitate these parameters in one cycle. The new technology allows for the crucial transition from research to an end-to-end construction workflow that maps the entire process chain, from concept planning to design and joining principles up to fabrication and assembly.",Adaptability; Individualized standardization; Lightweight aerogel concrete technology; Resource optimization,2,Architecture Structures and Construction,Germany,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85152860185,10.3390/w15071335,Article,Application and Automatic Monitoring and Analysis of Hybrid Support Structure in Ultra-DEEP Foundation Pit Engineering in the Lanzhou Area under Complex Environmental Conditions,"Wu, Jian;Ye, Shuaihua;Wang, Zhiquan;Yang, Dong",2023,"© 2023 by the authors.This paper takes the deep foundation pit project of Lanzhou Hospital of Traditional Chinese Medicine as the background. The design and construction of the foundation pit is relatively difficult due to the complex environment around the pit, the dense surrounding buildings, the complex underground soil layer and the influence of groundwater on the pit. In order to detect problems in the construction process, the pit was monitored in real time through an automated monitoring system for the whole process of excavation and backfilling of the pit. The analysis of the actual monitoring data shows that: (i) the support scheme of bored pile + prestressed anchor cable support combined with concrete corner bracing can meet the design of this type of foundation pit without causing disturbance to the surrounding buildings; (ii) combined with the actual case of the influence of groundwater on the excavation process of the foundation pit, it proves that the real-time measurement by the robot can timely detect the safety hazards caused by external factors during the construction process of the foundation pit. The project is a very important one for deep pits and complex pits. This project provides a good reference case for deep foundation pits and foundation pit projects in complex environments.",automated monitoring; complex environments; hybrid support; ultra-deep foundation pits,16,Water Switzerland,China;China,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85145175926,10.1016/j.buildenv.2022.109962,Article,Optimization of minor-LiCl-modified gypsum as an effective indoor moisture buffering material for sensitive and long-term humidity control,"Yang, Zili;Zhang, Weiyi;Lin, Xi;Xiong, Qian;Jiang, Qingwen",2023,"© 2022 Elsevier LtdPorous gypsum materials buffer indoor humidity autonomously by adsorbing/desorbing moisture but are limited by poor adsorption capacity. Adding hydrophilic salt, such as lithium chloride (LiCl), is known to improve the capacity; however, the hydrophilic salt may block moisture desorption when overused, which is detrimental to moisture buffering and materials durability, particularly on humid days. This paper investigates the effects of minor LiCl addition on the fundamental (thermal conductivity, etc.), hygroscopic (adsorption/desorption), and moisture buffering performance of gypsum in daily and weekly humidity fluctuations. Results showed that minor addition of LiCl (1%–8%) substantially improves the gypsum board's fundamental properties and hygroscopic performance but avoids significant microstructure alteration. The improvement is reinforced with increasing LiCl ratio but then leveled off. The minor-LiCl-modified composites absorbed and desorbed moisture repeatedly without hysteresis for daily and weekly humidity fluctuations. The composite's moisture buffering effects on indoor air and the resulting energy-saving potentials were then modeled with study cases set in Shanghai and Paris; the composites effectively controlled indoor humidity, yielding a good energy-saving on dehumidification. Based on the results, a LiCl-mixing-ratio of ∼4% was proposed to serve as the optimum, under which the composited gypsum presented a remarkable capacity of 0.16 kg/kg and marked energy-saving by lowering indoor latent load from 7.8 W/m2 to 3.4 W/m2 and compensating for the investment increase in 1–2 years. These findings emphasize that implementing minor LiCl to porous gypsum materials enables distinct moisture buffering ability for sensitive and long-term humidity control on indoor air.",Energy saving; Gypsum; Indoor humidity; Latent load; Moisture buffering,23,Building and Environment,Hong Kong;China,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85211941465,10.47556/B.OUTLOOK2023.19.12,Conference Paper,"SUSTAINABLE HOUSING AND THE ROLE OF REGULATORY AUTHORITY: A CASE OF DHAKA, BANGLADESH","Hoque, Mohammad Samsul",2023,"© 2023 World Association for Sustainable Development (WASD).Attaining membership in a Bangladesh middle-income country club is a momentous achievement that has garnered international recognition since the country’s independence. This milestone reaffirms the nation’s sovereignty and signifies its financial autonomy and independence. However, elevation to middle-income status should not overshadow future challenges. Experts in the field have raised concerns that Bangladesh may become entrapped in the cycle of middle-income status, thereby impeding further advancement towards achieving developed-country status. To progress, the nation must formulate a comprehensive plan to attain developed country status by 2041. PURPOSE: Housing is considered a fundamental right for citizens in Bangladesh as per its constitution; however, a significant population in the capital city of Dhaka lives in overcrowded slums or lacks basic shelter altogether (Khasru et al., 2019). The SDGs recognise the need for inclusive, safe, resilient, and sustainable cities for human settlements, particularly for the 1 billion slum dwellers worldwide, who often lack access to public transportation and suffer from poor air quality and solid waste problems. Many countries are implementing various projects to address these issues and meet the SDGs. Bangladesh is one of the few countries to implement the SDGs by the UN, achieving significant indicators even during and after the COVID pandemic; this was due to timely and systemic steps by the government and civil society organisations (CSOs). The primary objective of this paper is to examine the role of Rajdhani Unnayan Kartripakkha (RAJUK) in promoting sustainable housing and its efforts in implementing sustainable housing practices within a city of 20 million people as a regulatory authority aligned with the SDGs. DESIGN/METHODOLOGY/APPROACH: This study uses primary and secondary data to focus on sustainable housing conditions in Bangladesh’s capital city. The study will employ secondary data collection methods such as a literature survey, government document analysis, and archive exploration. To determine the role of the regulatory authority, the study will employ primary data collection methods such as semi-structured interviews with stakeholders. Furthermore, the secondary literature review will determine the regulatory authority’s limitations in ensuring sustainable housing in Dhaka, Bangladesh. By employing such methods, the study will propose policy recommendations for better working conditions and improvements in service delivery by Bangladesh regulatory authorities. FINDINGS: To provide sustainable housing and implement SDG 11, various government agencies and CSOs work together in Dhaka. The Capital Development Authority (CDA), also known as Rajdhani Unnayan Kartripakkha (RAJUK), is the top organisation that makes policies and decisions to ensure the capital is sustainably inhabitable for current and future generations. However, the failure to collaborate with other government agencies, local government organisations, CSOs, and individual landowners has prevented RAJUK from implementing its significant policies, including the Detailed Area Plan (DAP) for Dhaka (Ranjbari et al., 2021). To address the housing crisis and implement SDG 11 in Dhaka, it is essential to develop sustainable solutions. First, the government must ensure that policies are implemented collaboratively with all stakeholders. Second, it is crucial to incorporate affordable and eco-friendly housing designs, energy-efficient building materials, and proper waste management practices (Haque et al., 2022). Third, sustainable transportation options, such as mass rapid transit systems and bike-sharing programmes, must be developed. Fourth, the government must promote public awareness and community engagement through education campaigns and community-based approaches. Finally, partnerships with CSOs can help ensure the involvement of marginalised and vulnerable populations.",Detailed Area Plan; Housing; Liveable City; SDGs; Sustainable Housing,0,World Sustainable Development Outlook,Bangladesh;Bangladesh,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85205020029,10.17234/Croatica.67.13,Article,LANGUAGE ABOUT CONTEMPORARY POETRY AND CONTEMPORARY POETRY ABOUT LANGUAGE,"Mrkonjić, Anamarija;Vasilj, Darko",2023,"© 2023 The Author(s).The paper gives a linguistic and linguo-stylistic analysis of contemporary Croatian poetry based on a selected corpus of Croatian poetry collections published in the last thirty years. It relies on theoretical conceptions of poetry and poetic language. The paper approaches poetic language as an autonomous and authentic system that reexamines, expands and rethinks ”ordinary” language at different levels and develops its own logic and grammaticality so as to create and represent distinctive artistic worlds. Within the framework of our analysis eight selected segments of contemporary poetic texts are singled out, explained and exemplified; this includes the specific use of punctuation marks, adaptation of loanwords, multi-level polyphony, mechanisms of replacing one expression with another according to a certain principle (use of metaphor and similar phenomena), poetry syntax, intertextuality, neologisms and thematization of language as a building material of poetry. The paper focuses not only on the poetic expression, but also on the content level, i.e. the poetic reflection on words, speech and language, their nature and boundaries. In addition to the linguistic-philosophical theses presented earlier, the paper discusses the communicative qualities of poetry as well as the structure and complexity of the (modern) poetic code.",contemporary poetry; linguistic approach; poetic code; poetic expression; poetic language,0,Croatica,Croatia,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85191488701,10.1109/CRC60659.2023.10488609,Conference Paper,Autonomous Traversing across Floors Based on Vision for Reconfigurable Tracked Robot,"Xie, Hanbin;Zhou, Qinghua",2023,"© 2024 IEEE.We present a full-stack autonomous navigation system for a reconfigurable tracked robot in man-built environments, especially targeting the safe traversing in stairways. This system first uses A∗ algorithm to plan an initial path across the floor on a grid map. Then the staircase detection algorithm will continuously look for the staircase features from the environment. Once the staircase is detected, our motion strategy completes the staircase traversing, otherwise a follower based on dynamic window approach is used to follow this path. Finally, the low-level controller drives the motor to rotate to complete the cross-floor navigation task. Our method has been validated experimentally on a reconfigurable tracked robot. Compared to manual control by experienced professional operators, our approach enables the robot to complete the cross-floor traversing task more stably, smoothly and safely. Overall, this work combines the advantages of different algorithms in cross-floor navigation, improves the stability and adaptability of robots in different environments and provides important experience for future research.",autonomous navigation; reconfigurable tracked robot; traversing stairs,0,2023 8th International Conference on Control Robotics and Cybernetics CRC 2023,China,sco_rob_be,sco_rob_be,1,1,0
Scopus,2-s2.0-85189361431,10.1109/CAC59555.2023.10450416,Conference Paper,Research on Revit-Based Turning Algorithm of Climbing Frame Type Mold for High-Rise Building Construction,"Zhong, Hui;Huang, Jing Kai",2023,"© 2023 IEEE.To assist the Construction of a climbing frame for high-rise building construction and enrich the family of climbing frame parts, this paper proposes an algorithm for the molding of climbing frame parts, which automatically molds the Revit 3D model and forms the family file according to the CAD 2D drawings of climbing frame parts. The original information, such as text and geometric elements in the drawing of the part, is extracted in Revit. The algorithm is designed to calculate the data such as bottom profile, height, and hole position, and the 3D model of the part is built, and the family of the part is formed by stretching the bottom profile and cutting the hole. For the same type of parts, the differences between the parts are parameterized, and the structure of the parts is determined according to the parameters. The model is built, and the family of parts is formed. It improves the design efficiency of the climbing frame for high-rise building construction, lays the foundation for the subsequent overall design of the climbing frame, and provides specific value in promoting the application of BIM technology in the architectural design industry.",BIM; Climbing frame profile turning mold; Revit secondary development,0,Proceedings 2023 China Automation Congress Cac 2023,China,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85185880130,10.1109/CCAT59108.2023.00066,Conference Paper,LiDAR Scanning System and HD Map for Collision Avoidance in Tower Crane,"Wang, Kaiqiang;Zhang, Wei;Chen, Houze;Liu, Hua;Hu, Zhenghuan;Wei, Shangwan;Sun, Xiongli",2023,"© 2023 IEEE.Tower cranes are the centerpiece on building construction jobsites. Since working under crowded conditions, tower cranes are prone to collide with each other and collide with background objects, especially in some blind areas. Anti-collision system is commonly adopted to reduce and avoid collision. This paper proposed to achieve anti-collision through LiDAR scanning technology. A LiDAR scanning system is developed and installed on the tower crane. The dense point cloud of the construction jobsite was captured in advance and update frequently. The three-dimensional (3D) spatial data of the lifting hook/lifted objects were scanned by the LiDAR scanning system in real time. Combing the real time data with the dense point cloud of the background environment, the real time collision detention and collision warning can be accomplished. This paper introduces the developed LiDAR scanning system, the used direct-georeferencing and automatic system calibration method, and the hierarchical dense point cloud segmentation methods. The resolution, accuracy and the segmentation results of the captured data were validated.",building construction; collision avoidance; LiDAR scanning; point cloud,0,Proceedings 2023 International Conference on Computer Applications Technology Ccat 2023,China;China,sco_rob_be,sco_rob_be,0,1,0
Scopus,2-s2.0-85182362436,10.1088/1755-1315/1267/1/012080,Conference Paper,Thermal and daylighting evaluation: the basic of energy efficient house design at the earliest stages,"Alfani, ;Fitriaty, P.;Malik, S. M.",2023,"© 2023 Institute of Physics Publishing. All rights reserved.The increase in electrical energy used in residential buildings is due to their designs being less responsive to the local climate. This research aims to analyse the implementation of energy efficient house design principles for the tropical, hilly area. The tropical, hilly area has distinctive climate characteristics compared to the lowland tropical area. Thus, it resulted in many challenges in providing internal comfort conditions for the occupants by architectural design only. Palu, Sulawesi Tengah Province of Indonesia, was selected as the case study location. The analyses were carried out by modelling three sample houses and simulating their daylighting and natural ventilation condition. Three house models were built considering several design parameters such as house orientation, geometry, plan, type and position of the openings. Simulations settings included different building materials, the number of occupants, operational schedules and electricity usage schedules. The operative temperature was used for thermal analysis. Meanwhile, spatial daylight Autonomy (sDA) of 100/50% was used for daylighting analysis. The result of the study provided the visualisations of thermal and daylighting conditions for each sample model. Design models of energy efficient houses suitable for the tropical hilly area were also recommended.",,0,Iop Conference Series Earth and Environmental Science,Indonesia,sco_rob_be,sco_rob_be,0,0,0
